,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,All-Star Probability,Conference
446,445,Noah Vonleh,Frontcourt,27,BOS,19,1,8.4,0.6,1.3,0.458,0.1,0.2,0.25,0.5,1.1,0.5,0.479,0.1,0.1,1.0,0.9,1.5,2.4,0.3,0.1,0.4,0.6,1.8,1.3,,East
451,450,Ish Wainright,Frontcourt,28,PHO,11,1,12.5,1.2,2.6,0.448,1.1,2.3,0.48,0.1,0.4,0.25,0.655,0.2,0.3,0.667,0.8,1.0,1.8,1.0,0.5,0.2,0.3,1.5,3.6,,West
452,451,Jabari Walker,Frontcourt,20,POR,15,0,7.7,0.8,1.9,0.429,0.2,0.7,0.3,0.6,1.2,0.5,0.482,0.3,0.4,0.667,0.5,1.5,1.9,0.6,0.1,0.1,0.3,0.9,2.1,,West
457,456,Duane Washington Jr.,Guard,22,PHO,15,0,9.0,1.9,5.1,0.377,0.7,2.6,0.282,1.2,2.5,0.474,0.448,0.0,0.1,0.0,0.0,0.6,0.6,0.7,0.1,0.1,0.6,0.5,4.6,,West
459,458,TyTy Washington Jr.,Guard,21,HOU,2,0,4.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,,West
461,460,Lindy Waters III,Guard,25,OKC,5,0,13.8,1.6,4.6,0.348,1.4,4.4,0.318,0.2,0.2,1.0,0.5,0.0,0.0,,0.4,1.6,2.0,0.4,0.6,0.0,0.0,1.0,4.6,,West
463,462,Peyton Watson,Guard,20,DEN,6,0,2.5,0.5,1.5,0.333,0.0,0.2,0.0,0.5,1.3,0.375,0.333,0.0,0.0,,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.2,1.0,,West
464,463,Blake Wesley,Guard,19,SAS,2,0,11.5,3.0,4.5,0.667,1.0,1.5,0.667,2.0,3.0,0.667,0.778,1.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.0,1.0,1.5,8.0,,West
468,467,Jack White,Frontcourt,25,DEN,8,0,3.3,0.1,0.8,0.167,0.0,0.3,0.0,0.1,0.5,0.25,0.167,0.0,0.0,,0.3,0.4,0.6,0.0,0.1,0.3,0.0,0.5,0.3,,West
471,470,Alondes Williams,Guard,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,East
474,473,Jaylin Williams,Frontcourt,20,OKC,6,0,7.7,0.8,2.3,0.357,0.0,0.5,0.0,0.8,1.8,0.455,0.357,0.7,1.0,0.667,1.0,1.0,2.0,0.8,0.3,0.0,0.3,1.2,2.3,,West
476,475,Mark Williams,Frontcourt,21,CHO,3,0,4.3,1.3,2.3,0.571,0.0,0.0,,1.3,2.3,0.571,0.571,1.0,1.0,1.0,1.3,1.3,2.7,0.0,0.0,0.0,0.7,1.0,3.7,,East
478,477,Vince Williams Jr.,Guard,22,MEM,6,0,6.7,0.5,1.8,0.273,0.2,1.3,0.125,0.3,0.5,0.667,0.318,0.0,0.0,,0.2,0.7,0.8,0.3,0.7,0.2,0.0,0.8,1.2,,West
482,481,James Wiseman,Frontcourt,21,GSW,12,0,12.7,2.6,4.4,0.585,0.0,0.0,,2.6,4.4,0.585,0.585,1.3,2.1,0.64,1.0,2.7,3.7,0.9,0.1,0.3,0.7,2.2,6.5,,West
485,484,McKinley Wright IV,Guard,24,DAL,2,0,4.0,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.333,0.25,0.0,0.0,,1.0,0.5,1.5,1.5,0.5,0.0,0.0,0.0,1.0,,West
